frame,num_detections,mean_confidence,latency_ms
552,0,0.0,63.102
553,0,0.0,65.629
554,1,0.0629,63.372
555,0,0.0,57.517
556,0,0.0,58.458
557,0,0.0,62.72
558,0,0.0,67.595
559,0,0.0,63.991
560,0,0.0,57.727
561,0,0.0,56.956
562,0,0.0,58.722
563,0,0.0,61.095
564,0,0.0,58.618
565,0,0.0,60.58
566,1,0.0721,60.416
567,0,0.0,58.74
568,0,0.0,64.02
569,0,0.0,57.606
570,0,0.0,61.057
571,0,0.0,61.339
572,0,0.0,64.928
573,0,0.0,59.138
574,0,0.0,66.666
575,0,0.0,61.792
576,0,0.0,58.823
577,0,0.0,59.133
578,0,0.0,58.454
579,0,0.0,60.826
580,0,0.0,59.32
581,0,0.0,66.705
582,0,0.0,62.111
583,0,0.0,64.777
584,0,0.0,60.133
585,1,0.0573,61.377
586,0,0.0,56.751
587,0,0.0,61.316
588,0,0.0,57.904
589,0,0.0,58.623
590,0,0.0,61.306
591,0,0.0,62.745
592,0,0.0,66.657
593,0,0.0,63.98
594,0,0.0,60.766
595,0,0.0,59.845
596,0,0.0,57.995
597,0,0.0,58.715
598,0,0.0,66.595
599,0,0.0,65.353
600,0,0.0,64.639
601,0,0.0,59.875
602,0,0.0,65.519
603,1,0.0629,57.767
604,0,0.0,61.312
605,1,0.0522,60.898
606,2,0.0588,58.187
607,0,0.0,58.785
